gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description
1319,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,IL5,3567,ENSG00000113525,IL5,3567,ENSG00000113525,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1320,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,IL6,3569,ENSG00000136244,IL6,3569,ENSG00000136244,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1321,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,IL9,3578,ENSG00000145839,IL9,3578,ENSG00000145839,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1322,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000204490,TNF,7124,ENSG00000204490,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1323,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000206439,TNF,7124,ENSG00000206439,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1324,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000223952,TNF,7124,ENSG00000223952,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1325,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000228321,TNF,7124,ENSG00000228321,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1326,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000228849,TNF,7124,ENSG00000228849,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1327,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000228978,TNF,7124,ENSG00000228978,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1328,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000230108,TNF,7124,ENSG00000230108,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1329,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TNF,7124,ENSG00000232810,TNF,7124,ENSG00000232810,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1330,C2,CP:BIOCARTA,BIOCARTA_CYTOKINE_PATHWAY,TXLNA,200081,ENSG00000084652,TXLNA,200081,ENSG00000084652,M17406,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_cytokinePathway.gif,Cytokine Network
1331,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,APAF1,317,ENSG00000120868,APAF1,317,ENSG00000120868,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1332,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,ARHGAP5,394,ENSG00000100852,ARHGAP5,394,ENSG00000100852,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1333,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,ARHGDIB,397,ENSG00000111348,ARHGDIB,397,ENSG00000111348,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1334,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,CASP1,834,ENSG00000137752,CASP1,834,ENSG00000137752,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1335,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,CASP10,843,ENSG00000003400,CASP10,843,ENSG00000003400,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1336,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,CASP3,836,ENSG00000164305,CASP3,836,ENSG00000164305,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1337,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,CASP8,841,ENSG00000064012,CASP8,841,ENSG00000064012,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1338,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,CASP9,842,ENSG00000132906,CASP9,842,ENSG00000132906,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1339,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,GZMB,3002,ENSG00000100453,GZMB,3002,ENSG00000100453,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1340,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1341,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,PARP1,142,ENSG00000143799,PARP1,142,ENSG00000143799,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1342,C2,CP:BIOCARTA,BIOCARTA_D4GDI_PATHWAY,PRF1,5551,ENSG00000180644,PRF1,5551,ENSG00000180644,M15513,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_d4gdiPathway.gif,D4-GDI Signaling Pathway
1343,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,ANPEP,290,ENSG00000166825,ANPEP,290,ENSG00000166825,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1344,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CD2,914,ENSG00000116824,CD2,914,ENSG00000116824,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1345,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CD33,945,ENSG00000105383,CD33,945,ENSG00000105383,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1346,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CD40,958,ENSG00000101017,CD40,958,ENSG00000101017,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1347,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CD5,921,ENSG00000110448,CD5,921,ENSG00000110448,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1348,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CD7,924,ENSG00000173762,CD7,924,ENSG00000173762,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1349,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,CSF2,1437,ENSG00000164400,CSF2,1437,ENSG00000164400,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1350,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IFNA1,3439,ENSG00000197919,IFNA1,3439,ENSG00000197919,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1351,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IFNB1,3456,ENSG00000171855,IFNB1,3456,ENSG00000171855,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1352,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IFNG,3458,ENSG00000111537,IFNG,3458,ENSG00000111537,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1353,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IL10,3586,ENSG00000136634,IL10,3586,ENSG00000136634,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1354,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IL13,3596,ENSG00000169194,IL13,3596,ENSG00000169194,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1355,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IL3,3562,ENSG00000164399,IL3,3562,ENSG00000164399,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1356,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IL4,3565,ENSG00000113520,IL4,3565,ENSG00000113520,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1357,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,IL5,3567,ENSG00000113525,IL5,3567,ENSG00000113525,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1358,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,ITGAX,3687,ENSG00000140678,ITGAX,3687,ENSG00000140678,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1359,C2,CP:BIOCARTA,BIOCARTA_DC_PATHWAY,TLR7,51284,ENSG00000196664,TLR7,51284,ENSG00000196664,M9177,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dcPathway.gif,Dendritic cells in regulating TH1 and TH2 Development
1360,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,APAF1,317,ENSG00000120868,APAF1,317,ENSG00000120868,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1361,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,BCL2,596,ENSG00000171791,BCL2,596,ENSG00000171791,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1362,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,BID,637,ENSG00000015475,BID,637,ENSG00000015475,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1363,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,BIRC2,329,ENSG00000110330,BIRC2,329,ENSG00000110330,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1364,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,BIRC3,330,ENSG00000023445,BIRC3,330,ENSG00000023445,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1365,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP10,843,ENSG00000003400,CASP10,843,ENSG00000003400,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1366,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP3,836,ENSG00000164305,CASP3,836,ENSG00000164305,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1367,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP6,839,ENSG00000138794,CASP6,839,ENSG00000138794,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1368,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP7,840,ENSG00000165806,CASP7,840,ENSG00000165806,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1369,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP8,841,ENSG00000064012,CASP8,841,ENSG00000064012,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1370,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CASP9,842,ENSG00000132906,CASP9,842,ENSG00000132906,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1371,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CFLAR,8837,ENSG00000003402,CFLAR,8837,ENSG00000003402,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1372,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,CHUK,1147,ENSG00000213341,CHUK,1147,ENSG00000213341,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1373,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,DFFA,1676,ENSG00000160049,DFFA,1676,ENSG00000160049,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1374,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,DFFB,1677,ENSG00000169598,DFFB,1677,ENSG00000169598,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1375,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,FADD,8772,ENSG00000168040,FADD,8772,ENSG00000168040,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1376,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,GAS2,2620,ENSG00000148935,GAS2,2620,ENSG00000148935,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1377,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,LMNA,4000,ENSG00000160789,LMNA,4000,ENSG00000160789,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1378,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,MAP3K14,9020,ENSG00000006062,MAP3K14,9020,ENSG00000006062,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1379,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,MAP3K14,9020,ENSG00000282637,MAP3K14,9020,ENSG00000282637,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1380,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1381,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,NFKBIA,4792,ENSG00000100906,NFKBIA,4792,ENSG00000100906,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1382,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1383,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,RIPK1,8737,ENSG00000137275,RIPK1,8737,ENSG00000137275,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1384,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,SPTAN1,6709,ENSG00000197694,SPTAN1,6709,ENSG00000197694,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1385,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,TNFRSF25,8718,ENSG00000215788,TNFRSF25,8718,ENSG00000215788,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1386,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,TNFSF10,8743,ENSG00000121858,TNFSF10,8743,ENSG00000121858,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1387,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,TRADD,8717,ENSG00000102871,TRADD,8717,ENSG00000102871,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1388,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,TRAF2,7186,ENSG00000127191,TRAF2,7186,ENSG00000127191,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1389,C2,CP:BIOCARTA,BIOCARTA_DEATH_PATHWAY,XIAP,331,ENSG00000101966,XIAP,331,ENSG00000101966,M14971,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_deathPathway.gif,Induction of apoptosis through DR3 and DR4/5 Death Receptors
1390,C2,CP:BIOCARTA,BIOCARTA_DICER_PATHWAY,AGO1,26523,ENSG00000092847,AGO1,26523,ENSG00000092847,M22079,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dicerPathway.gif,Dicer Pathway
1391,C2,CP:BIOCARTA,BIOCARTA_DICER_PATHWAY,AGO2,27161,ENSG00000123908,AGO2,27161,ENSG00000123908,M22079,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dicerPathway.gif,Dicer Pathway
1392,C2,CP:BIOCARTA,BIOCARTA_DICER_PATHWAY,AGO3,192669,ENSG00000126070,AGO3,192669,ENSG00000126070,M22079,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dicerPathway.gif,Dicer Pathway
1393,C2,CP:BIOCARTA,BIOCARTA_DICER_PATHWAY,AGO4,192670,ENSG00000134698,AGO4,192670,ENSG00000134698,M22079,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dicerPathway.gif,Dicer Pathway
1394,C2,CP:BIOCARTA,BIOCARTA_DICER_PATHWAY,DICER1,23405,ENSG00000100697,DICER1,23405,ENSG00000100697,M22079,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dicerPathway.gif,Dicer Pathway
1395,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,CASP3,836,ENSG00000164305,CASP3,836,ENSG00000164305,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1396,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,CASP7,840,ENSG00000165806,CASP7,840,ENSG00000165806,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1397,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,DFFA,1676,ENSG00000160049,DFFA,1676,ENSG00000160049,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1398,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,DFFB,1677,ENSG00000169598,DFFB,1677,ENSG00000169598,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1399,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,ENDOG,2021,ENSG00000167136,ENDOG,2021,ENSG00000167136,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1400,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,GZMB,3002,ENSG00000100453,GZMB,3002,ENSG00000100453,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1401,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,HMGB1,3146,ENSG00000189403,HMGB1,3146,ENSG00000189403,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1402,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,HMGB2,3148,ENSG00000164104,HMGB2,3148,ENSG00000164104,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1403,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,TOP2A,7153,ENSG00000131747,TOP2A,7153,ENSG00000131747,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1404,C2,CP:BIOCARTA,BIOCARTA_DNAFRAGMENT_PATHWAY,TOP2B,7155,ENSG00000077097,TOP2B,7155,ENSG00000077097,M7239,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_DNAfragmentPathway.gif,Apoptotic DNA fragmentation and tissue homeostasis
1405,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1406,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,CREM,1390,ENSG00000095794,CREM,1390,ENSG00000095794,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1407,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,FOS,2353,ENSG00000170345,FOS,2353,ENSG00000170345,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1408,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1409,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,KCNIP3,30818,ENSG00000115041,KCNIP3,30818,ENSG00000115041,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1410,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,MAPK3,5595,ENSG00000102882,MAPK3,5595,ENSG00000102882,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1411,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,OPRK1,4986,ENSG00000082556,OPRK1,4986,ENSG00000082556,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1412,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
1413,C2,CP:BIOCARTA,BIOCARTA_DREAM_PATHWAY,PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,M18899,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_dreamPathway.gif,Repression of Pain Sensation by the Transcriptional Regulator DREAM
